lrc_pct,orc_pct,ARI_mean,ARI_std,NMI_mean,NMI_std,Runtime_mean,Runtime_std,Prep_time_mean,Community_time_mean,V_mean,E_mean
0,0,0.5153918086543813,0.00018053787354257626,0.7433448256447263,5.226821511575795e-05,2.739179555811764,0.002301531356948637,2.7205601249588653,0.018619430852898706,298.0,1159.0
0,10,0.5619563294995225,0.0,0.7218039069593565,4.965068306494546e-17,1.9144022578645188,0.0013791101788431666,1.9049339590128511,0.009468298851667592,177.0,626.0
0,20,0.006477482912745432,0.011005614016101822,0.0503397462699168,0.010990924964797599,2.4001455906545743,0.0015976432158434496,2.3968726670136675,0.0032729236409068108,43.0,167.0
0,30,0.0053759710805679345,0.011098725716738528,0.04794394648133802,0.010056542844280696,2.5456312701183683,0.001091997865782443,2.5428137909621,0.00281747915626814,43.0,129.0
0,40,0.0017897849388092363,0.005926092728935268,0.05233738929482743,0.004970861022348431,2.612259632383939,0.0007716097962836932,2.6101880420465022,0.0020715903374366462,36.0,80.0
0,50,-0.04968183272950771,0.004080970353778837,0.13826064686152645,0.05200495685346534,2.429677589854691,0.00013770353544028142,2.4283920830348507,0.0012855068198405206,28.0,81.0
10,0,0.6486311906531572,0.013940082467747902,0.75991936310138,0.012123126310200637,1.05144941645752,0.001301243566158563,1.0432849579956383,0.008164458461881926,147.0,556.0
10,10,-0.02155759921039026,0.0,0.08912248972531363,0.0,1.1783799030429993,0.0026282596589936365,1.175442917039618,0.0029369860033815107,46.0,164.0
10,20,0.007549556740801662,0.009325798699499012,0.061757108200018423,0.010067129069930085,1.135729138525979,0.0002314220431321592,1.133974708034657,0.0017544304913220306,34.0,125.0
10,30,-0.021762431098399048,0.019833411755714892,0.02364139082395374,0.006080074521271615,1.320523027932116,0.0007805190200951448,1.3188597499392927,0.0016632779928234716,30.0,95.0
10,40,-0.051347881899871634,0.0,0.15949158159260063,0.0,1.2558614588148582,8.916419575673846e-05,1.254600791959092,0.0012606668557661276,28.0,86.0
10,50,0.0,0.0,0.0,0.0,1.342261576404174,0.00012663733237048424,1.3412098330445588,0.0010517433596154053,25.0,65.0
20,0,0.02219919145478647,0.001634050062844344,0.0627884619609848,0.0011592693052284526,0.7950148544817542,0.001171879818301299,0.791009166976437,0.004005687505317231,64.0,187.0
20,10,0.025483620482219856,0.006621549881431093,0.062204550235050345,0.007124941512356676,0.724643458010784,0.002410385371206294,0.7190792500041425,0.005564208006641517,64.0,168.0
