method,algorithm,seed,ARI,NMI,n_eval,V,E,components,runtime_sec,prep_time,community_time,removed_lrc,removed_orc,pct_lrc,pct_orc,alpha,iterations,cutoff_lrc,cutoff_orc,lrc_pct,orc_pct,status,error
LRC→ORC combo,louvain,1,0.0215126505209038,0.06228305986278041,64,64,183,1,0.3805276259663515,0.3779569589532912,0.0025706670130603015,235,4,20,2,0.25,5,-1.0125000000000002,-0.22780251253526063,20,2,ok,
LRC→ORC combo,louvain,2,0.020861312561554303,0.06182411446902269,64,64,183,1,0.38049820897867903,0.3779569589532912,0.0025412500253878534,235,4,20,2,0.25,5,-1.0125000000000002,-0.22780251253526063,20,2,ok,
LRC→ORC combo,louvain,3,0.01993090619186819,0.06117804417501692,64,64,183,1,0.38121816696366295,0.3779569589532912,0.0032612080103717744,235,4,20,2,0.25,5,-1.0125000000000002,-0.22780251253526063,20,2,ok,
LRC→ORC combo,louvain,4,0.020861312561554303,0.06182411446902269,64,64,183,1,0.38002266694093123,0.3779569589532912,0.002065707987640053,235,4,20,2,0.25,5,-1.0125000000000002,-0.22780251253526063,20,2,ok,
LRC→ORC combo,louvain,42,0.0215126505209038,0.06228305986278041,64,64,183,1,0.38047725096112117,0.3779569589532912,0.002520292007829994,235,4,20,2,0.25,5,-1.0125000000000002,-0.22780251253526063,20,2,ok,
LRC→ORC combo,louvain,0,0.0157165128723718,0.053332198336787005,64,64,177,1,0.3771570000099018,0.3748922499944456,0.0022647500154562294,235,10,20,5,0.25,5,-1.0125000000000002,-0.1729389476116484,20,5,ok,
LRC→ORC combo,louvain,1,0.03023094459312122,0.06911514266034911,64,64,177,1,0.3771706669940613,0.3748922499944456,0.002278416999615729,235,10,20,5,0.25,5,-1.0125000000000002,-0.1729389476116484,20,5,ok,
LRC→ORC combo,louvain,2,0.0157165128723718,0.053332198336787005,64,64,177,1,0.3769730409840122,0.3748922499944456,0.0020807909895665944,235,10,20,5,0.25,5,-1.0125000000000002,-0.1729389476116484,20,5,ok,
LRC→ORC combo,louvain,3,0.0157165128723718,0.053332198336787005,64,64,177,1,0.3770765840308741,0.3748922499944456,0.0021843340364284813,235,10,20,5,0.25,5,-1.0125000000000002,-0.1729389476116484,20,5,ok,
LRC→ORC combo,louvain,4,0.021572344074374944,0.05722913344651926,64,64,177,1,0.37714799999957904,0.3748922499944456,0.00225575000513345,235,10,20,5,0.25,5,-1.0125000000000002,-0.1729389476116484,20,5,ok,
LRC→ORC combo,louvain,42,0.021572344074374944,0.05722913344651926,64,64,177,1,0.37716912501491606,0.3748922499944456,0.00227687502047047,235,10,20,5,0.25,5,-1.0125000000000002,-0.1729389476116484,20,5,ok,
LRC→ORC combo,louvain,0,0.01476984024458511,0.04679756766222916,64,64,168,1,0.37265695800306275,0.37033633299870417,0.0023206250043585896,235,19,20,10,0.25,5,-1.0125000000000002,-0.1522314788692837,20,10,ok,
LRC→ORC combo,louvain,1,0.022360306924633998,0.055935940312017526,64,64,168,1,0.37225970794679597,0.37033633299870417,0.001923374948091805,235,19,20,10,0.25,5,-1.0125000000000002,-0.1522314788692837,20,10,ok,
LRC→ORC combo,louvain,2,0.01476984024458511,0.04679756766222916,64,64,168,1,0.37233620800543576,0.37033633299870417,0.0019998750067315996,235,19,20,10,0.25,5,-1.0125000000000002,-0.1522314788692837,20,10,ok,
LRC→ORC combo,louvain,3,0.01476984024458511,0.04679756766222916,64,64,168,1,0.37260858301306143,0.37033633299870417,0.002272250014357269,235,19,20,10,0.25,5,-1.0125000000000002,-0.1522314788692837,20,10,ok,
LRC→ORC combo,louvain,4,0.01476984024458511,0.04679756766222916,64,64,168,1,0.3723192499601282,0.37033633299870417,0.0019829169614240527,235,19,20,10,0.25,5,-1.0125000000000002,-0.1522314788692837,20,10,ok,
LRC→ORC combo,louvain,42,0.024682413176834277,0.05588339163832021,64,64,168,1,0.37253745802445337,0.37033633299870417,0.0022011250257492065,235,19,20,10,0.25,5,-1.0125000000000002,-0.1522314788692837,20,10,ok,
LRC→ORC combo,louvain,0,0.5153181043761436,0.7433234872352597,298,298,1159,1,1.5229918760014698,1.5086261670221575,0.01436570897931233,0,0,0,0,0.5,5,,,0,0,ok,
LRC→ORC combo,louvain,1,0.5153181043761436,0.7433234872352597,298,298,1159,1,1.5237822510534897,1.5086261670221575,0.015156084031332284,0,0,0,0,0.5,5,,,0,0,ok,
LRC→ORC combo,louvain,2,0.51576033004557,0.7434515176920593,298,298,1159,1,1.5255725010065362,1.5086261670221575,0.016946333984378725,0,0,0,0,0.5,5,,,0,0,ok,
LRC→ORC combo,louvain,3,0.5153181043761436,0.7433234872352598,298,298,1159,1,1.5277254169923253,1.5086261670221575,0.019099249970167875,0,0,0,0,0.5,5,,,0,0,ok,
LRC→ORC combo,louvain,4,0.5153181043761436,0.7433234872352597,298,298,1159,1,1.5251105420175008,1.5086261670221575,0.016484374995343387,0,0,0,0,0.5,5,,,0,0,ok,
LRC→ORC combo,louvain,42,0.5153181043761436,0.7433234872352597,298,298,1159,1,1.5231100000091828,1.5086261670221575,0.01448383298702538,0,0,0,0,0.5,5,,,0,0,ok,
LRC→ORC combo,louvain,0,0.5190990961508857,0.7511642707009085,298,298,1135,1,1.5155306669767015,1.5001762500032783,0.015354416973423213,0,24,0,2,0.5,5,,-0.17746453559357248,0,2,ok,
LRC→ORC combo,louvain,1,0.5190990961508857,0.7511642707009084,298,298,1135,1,1.5167988750035875,1.5001762500032783,0.0166226250003092,0,24,0,2,0.5,5,,-0.17746453559357248,0,2,ok,
LRC→ORC combo,louvain,2,0.5195418864651266,0.7512914335017138,298,298,1135,1,1.5139655419625342,1.5001762500032783,0.013789291959255934,0,24,0,2,0.5,5,,-0.17746453559357248,0,2,ok,
LRC→ORC combo,louvain,3,0.5190990961508857,0.7511642707009084,298,298,1135,1,1.5154125419794582,1.5001762500032783,0.015236291976179928,0,24,0,2,0.5,5,,-0.17746453559357248,0,2,ok,
LRC→ORC combo,louvain,4,0.5190990961508857,0.7511642707009083,298,298,1135,1,1.514145291002933,1.5001762500032783,0.01396904099965468,0,24,0,2,0.5,5,,-0.17746453559357248,0,2,ok,
LRC→ORC combo,louvain,42,0.5190990961508857,0.7511642707009084,298,298,1135,1,1.5152911669574678,1.5001762500032783,0.015114916954189539,0,24,0,2,0.5,5,,-0.17746453559357248,0,2,ok,
LRC→ORC combo,louvain,0,0.5190990961508857,0.7511642707009085,298,298,1101,1,1.5440708340029232,1.5309502920135856,0.013120541989337653,0,58,0,5,0.5,5,,-0.14985140310770545,0,5,ok,
LRC→ORC combo,louvain,1,0.5190990961508857,0.7511642707009085,298,298,1101,1,1.5425214169663377,1.5309502920135856,0.011571124952752143,0,58,0,5,0.5,5,,-0.14985140310770545,0,5,ok,
LRC→ORC combo,louvain,2,0.5195418864651266,0.7512914335017137,298,298,1101,1,1.5485791259561665,1.5309502920135856,0.017628833942580968,0,58,0,5,0.5,5,,-0.14985140310770545,0,5,ok,
LRC→ORC combo,louvain,3,0.5190990961508857,0.7511642707009084,298,298,1101,1,1.5462396670482121,1.5309502920135856,0.015289375034626573,0,58,0,5,0.5,5,,-0.14985140310770545,0,5,ok,
LRC→ORC combo,louvain,4,0.5195418864651266,0.7512914335017138,298,298,1101,1,1.5492205840419047,1.5309502920135856,0.01827029202831909,0,58,0,5,0.5,5,,-0.14985140310770545,0,5,ok,
LRC→ORC combo,louvain,42,0.5195418864651266,0.7512914335017138,298,298,1101,1,1.5472881259629503,1.5309502920135856,0.016337833949364722,0,58,0,5,0.5,5,,-0.14985140310770545,0,5,ok,
LRC→ORC combo,louvain,0,0.5619563294995225,0.7218039069593565,177,177,626,1,1.5296276249573566,1.519325791974552,0.010301832982804626,0,116,0,10,0.5,5,,-0.12006942887910456,0,10,ok,
LRC→ORC combo,louvain,1,0.5619563294995225,0.7218039069593564,177,177,626,1,1.5281767499400303,1.519325791974552,0.008850957965478301,0,116,0,10,0.5,5,,-0.12006942887910456,0,10,ok,
LRC→ORC combo,louvain,2,0.5619563294995225,0.7218039069593565,177,177,626,1,1.5282969169784337,1.519325791974552,0.008971125003881752,0,116,0,10,0.5,5,,-0.12006942887910456,0,10,ok,
LRC→ORC combo,louvain,3,0.5619563294995225,0.7218039069593565,177,177,626,1,1.5271682500024326,1.519325791974552,0.007842458027880639,0,116,0,10,0.5,5,,-0.12006942887910456,0,10,ok,
LRC→ORC combo,louvain,4,0.5619563294995225,0.7218039069593565,177,177,626,1,1.5258844169438817,1.519325791974552,0.006558624969329685,0,116,0,10,0.5,5,,-0.12006942887910456,0,10,ok,
LRC→ORC combo,louvain,42,0.5619563294995225,0.7218039069593565,177,177,626,1,1.528048750013113,1.519325791974552,0.008722958038561046,0,116,0,10,0.5,5,,-0.12006942887910456,0,10,ok,
LRC→ORC combo,louvain,0,0.7157187136809224,0.8179927400425264,244,244,941,1,1.2470200409879908,1.2348508749855682,0.012169166002422571,24,0,2,0,0.5,5,-1.5351397849462365,,2,0,ok,
LRC→ORC combo,louvain,1,0.7157187136809224,0.8179927400425264,244,244,941,1,1.248589541995898,1.2348508749855682,0.013738667010329664,24,0,2,0,0.5,5,-1.5351397849462365,,2,0,ok,
LRC→ORC combo,louvain,2,0.7157187136809224,0.8179927400425264,244,244,941,1,1.2458353330148384,1.2348508749855682,0.010984458029270172,24,0,2,0,0.5,5,-1.5351397849462365,,2,0,ok,
LRC→ORC combo,louvain,3,0.7157187136809224,0.8179927400425264,244,244,941,1,1.2463674169848673,1.2348508749855682,0.01151654199929908,24,0,2,0,0.5,5,-1.5351397849462365,,2,0,ok,
LRC→ORC combo,louvain,4,0.7157187136809224,0.8179927400425264,244,244,941,1,1.2475060829892755,1.2348508749855682,0.01265520800370723,24,0,2,0,0.5,5,-1.5351397849462365,,2,0,ok,
LRC→ORC combo,louvain,42,0.7157187136809224,0.8179927400425264,244,244,941,1,1.2458399159950204,1.2348508749855682,0.010989041009452194,24,0,2,0,0.5,5,-1.5351397849462365,,2,0,ok,
LRC→ORC combo,louvain,0,0.6009319087035477,0.7742708311702869,244,244,922,1,1.265600499988068,1.253963791008573,0.01163670897949487,24,19,2,2,0.5,5,-1.5351397849462365,-0.1851530978226794,2,2,ok,
LRC→ORC combo,louvain,1,0.6009319087035477,0.7742708311702869,244,244,922,1,1.267780208028853,1.253963791008573,0.013816417020279914,24,19,2,2,0.5,5,-1.5351397849462365,-0.1851530978226794,2,2,ok,
LRC→ORC combo,louvain,2,0.6009319087035477,0.774270831170287,244,244,922,1,1.2644039580482058,1.253963791008573,0.010440167039632797,24,19,2,2,0.5,5,-1.5351397849462365,-0.1851530978226794,2,2,ok,
LRC→ORC combo,louvain,3,0.6009319087035477,0.774270831170287,244,244,922,1,1.265146998979617,1.253963791008573,0.011183207971043885,24,19,2,2,0.5,5,-1.5351397849462365,-0.1851530978226794,2,2,ok,
LRC→ORC combo,louvain,4,0.7157187136809224,0.8179927400425263,244,244,922,1,1.2646674990537576,1.253963791008573,0.010703708045184612,24,19,2,2,0.5,5,-1.5351397849462365,-0.1851530978226794,2,2,ok,
LRC→ORC combo,louvain,42,0.7157187136809224,0.8179927400425263,244,244,922,1,1.2645432080025785,1.253963791008573,0.010579416994005442,24,19,2,2,0.5,5,-1.5351397849462365,-0.1851530978226794,2,2,ok,
LRC→ORC combo,louvain,0,0.6077870208537214,0.7757591281743704,244,244,893,1,1.8343485009972937,1.8228034590138122,0.011545041983481497,24,48,2,5,0.5,5,-1.5351397849462365,-0.13377055158704376,2,5,ok,
LRC→ORC combo,louvain,1,0.6077870208537214,0.7757591281743704,244,244,893,1,1.833942459023092,1.8228034590138122,0.011139000009279698,24,48,2,5,0.5,5,-1.5351397849462365,-0.13377055158704376,2,5,ok,
LRC→ORC combo,louvain,2,0.6077870208537214,0.7757591281743704,244,244,893,1,1.8343373750103638,1.8228034590138122,0.011533915996551514,24,48,2,5,0.5,5,-1.5351397849462365,-0.13377055158704376,2,5,ok,
LRC→ORC combo,louvain,3,0.6077870208537214,0.7757591281743704,244,244,893,1,1.8353297510184348,1.8228034590138122,0.012526292004622519,24,48,2,5,0.5,5,-1.5351397849462365,-0.13377055158704376,2,5,ok,
LRC→ORC combo,louvain,4,0.6077870208537214,0.7757591281743704,244,244,893,1,1.8338684589834884,1.8228034590138122,0.011064999969676137,24,48,2,5,0.5,5,-1.5351397849462365,-0.13377055158704376,2,5,ok,
LRC→ORC combo,louvain,42,0.6077870208537214,0.7757591281743704,244,244,893,1,1.83626070903847,1.8228034590138122,0.013457250024657696,24,48,2,5,0.5,5,-1.5351397849462365,-0.13377055158704376,2,5,ok,
LRC→ORC combo,louvain,0,0.00032842413298727696,0.027556601812026005,96,96,280,1,1.2815357910003513,1.2780273749958724,0.0035084160044789314,24,95,2,10,0.5,5,-1.5351397849462365,-0.1011797321500787,2,10,ok,
LRC→ORC combo,louvain,1,0.00032842413298727696,0.027556601812026005,96,96,280,1,1.2825106249656528,1.2780273749958724,0.004483249969780445,24,95,2,10,0.5,5,-1.5351397849462365,-0.1011797321500787,2,10,ok,
LRC→ORC combo,louvain,2,-0.002700835272608071,0.02675150585081452,96,96,280,1,1.2821481249993667,1.2780273749958724,0.004120750003494322,24,95,2,10,0.5,5,-1.5351397849462365,-0.1011797321500787,2,10,ok,
LRC→ORC combo,louvain,3,0.00032842413298727696,0.027556601812026005,96,96,280,1,1.282480041962117,1.2780273749958724,0.004452666966244578,24,95,2,10,0.5,5,-1.5351397849462365,-0.1011797321500787,2,10,ok,
LRC→ORC combo,louvain,4,0.00032842413298727696,0.027556601812026005,96,96,280,1,1.2813317090040073,1.2780273749958724,0.0033043340081349015,24,95,2,10,0.5,5,-1.5351397849462365,-0.1011797321500787,2,10,ok,
LRC→ORC combo,louvain,42,0.00032842413298727696,0.027556601812026005,96,96,280,1,1.2828236249624752,1.2780273749958724,0.0047962499666027725,24,95,2,10,0.5,5,-1.5351397849462365,-0.1011797321500787,2,10,ok,
LRC→ORC combo,louvain,0,0.6050582815914066,0.7716989678268259,244,244,919,1,1.24612604099093,1.2328684160020202,0.01325762498890981,58,0,5,0,0.5,5,-1.371648745519713,,5,0,ok,
LRC→ORC combo,louvain,1,0.6050582815914066,0.7716989678268258,244,244,919,1,1.2445181660004891,1.2328684160020202,0.011649749998468906,58,0,5,0,0.5,5,-1.371648745519713,,5,0,ok,
LRC→ORC combo,louvain,2,0.6050582815914066,0.7716989678268258,244,244,919,1,1.2470465410151519,1.2328684160020202,0.014178125013131648,58,0,5,0,0.5,5,-1.371648745519713,,5,0,ok,
LRC→ORC combo,louvain,3,0.6050582815914066,0.7716989678268259,244,244,919,1,1.2470705410232767,1.2328684160020202,0.014202125021256506,58,0,5,0,0.5,5,-1.371648745519713,,5,0,ok,
LRC→ORC combo,louvain,4,0.6050582815914066,0.7716989678268258,244,244,919,1,1.2452482069493271,1.2328684160020202,0.012379790947306901,58,0,5,0,0.5,5,-1.371648745519713,,5,0,ok,
LRC→ORC combo,louvain,42,0.6050582815914066,0.7716989678268259,244,244,919,1,1.2455218749819323,1.2328684160020202,0.012653458979912102,58,0,5,0,0.5,5,-1.371648745519713,,5,0,ok,
LRC→ORC combo,louvain,0,0.6188550897424833,0.7746685639704973,244,244,900,1,1.2622514590038918,1.2508726250380278,0.011378833965864033,58,19,5,2,0.5,5,-1.371648745519713,-0.1513139836416877,5,2,ok,
LRC→ORC combo,louvain,1,0.7141388645425052,0.8131590828725387,244,244,900,1,1.2612087919842452,1.2508726250380278,0.010336166946217418,58,19,5,2,0.5,5,-1.371648745519713,-0.1513139836416877,5,2,ok,
LRC→ORC combo,louvain,2,0.7141388645425052,0.8131590828725387,244,244,900,1,1.2647621660144068,1.2508726250380278,0.013889540976379067,58,19,5,2,0.5,5,-1.371648745519713,-0.1513139836416877,5,2,ok,
LRC→ORC combo,louvain,3,0.6116366446866097,0.7734915884474937,244,244,900,1,1.260930125019513,1.2508726250380278,0.010057499981485307,58,19,5,2,0.5,5,-1.371648745519713,-0.1513139836416877,5,2,ok,
LRC→ORC combo,louvain,4,0.6116366446866097,0.7734915884474938,244,244,900,1,1.2621135000372306,1.2508726250380278,0.011240874999202788,58,19,5,2,0.5,5,-1.371648745519713,-0.1513139836416877,5,2,ok,
LRC→ORC combo,louvain,42,0.7141388645425052,0.8131590828725387,244,244,900,1,1.26055600005202,1.2508726250380278,0.00968337501399219,58,19,5,2,0.5,5,-1.371648745519713,-0.1513139836416877,5,2,ok,
LRC→ORC combo,louvain,0,0.5473697580727311,0.7009578505027474,177,177,629,1,1.2461106660193764,1.2375893749995157,0.008521291019860655,58,46,5,5,0.5,5,-1.371648745519713,-0.12642885366249937,5,5,ok,
LRC→ORC combo,louvain,1,0.566322033933515,0.7258634542848811,177,177,629,1,1.2465381669462658,1.2375893749995157,0.008948791946750134,58,46,5,5,0.5,5,-1.371648745519713,-0.12642885366249937,5,5,ok,
LRC→ORC combo,louvain,2,0.566322033933515,0.7258634542848811,177,177,629,1,1.2472443329752423,1.2375893749995157,0.009654957975726575,58,46,5,5,0.5,5,-1.371648745519713,-0.12642885366249937,5,5,ok,
LRC→ORC combo,louvain,3,0.566322033933515,0.725863454284881,177,177,629,1,1.2452955830376595,1.2375893749995157,0.007706208038143814,58,46,5,5,0.5,5,-1.371648745519713,-0.12642885366249937,5,5,ok,
LRC→ORC combo,louvain,4,0.566322033933515,0.725863454284881,177,177,629,1,1.2478457079851069,1.2375893749995157,0.010256332985591143,58,46,5,5,0.5,5,-1.371648745519713,-0.12642885366249937,5,5,ok,
LRC→ORC combo,louvain,42,0.5473697580727311,0.7009578505027474,177,177,629,1,1.2448787500034086,1.2375893749995157,0.007289375003892928,58,46,5,5,0.5,5,-1.371648745519713,-0.12642885366249937,5,5,ok,
LRC→ORC combo,louvain,0,-0.020802377414561663,0.07483374897777015,49,49,187,1,1.2967976239742711,1.2939572079922073,0.0028404159820638597,58,92,5,10,0.5,5,-1.371648745519713,-0.09131243989939261,5,10,ok,
LRC→ORC combo,louvain,1,0.07836089144500359,0.17235846180892525,49,49,187,1,1.2961192909860983,1.2939572079922073,0.00216208299389109,58,92,5,10,0.5,5,-1.371648745519713,-0.09131243989939261,5,10,ok,
LRC→ORC combo,louvain,2,0.07433585181574458,0.14014377177915013,49,49,187,1,1.2958441660157405,1.2939572079922073,0.001886958023533225,58,92,5,10,0.5,5,-1.371648745519713,-0.09131243989939261,5,10,ok,
LRC→ORC combo,louvain,3,0.07603623387318144,0.2559240194762407,49,49,187,1,1.2964363329811022,1.2939572079922073,0.0024791249888949096,58,92,5,10,0.5,5,-1.371648745519713,-0.09131243989939261,5,10,ok,
LRC→ORC combo,louvain,4,0.07836089144500359,0.17235846180892525,49,49,187,1,1.2958504169946536,1.2939572079922073,0.0018932090024463832,58,92,5,10,0.5,5,-1.371648745519713,-0.09131243989939261,5,10,ok,
LRC→ORC combo,louvain,42,-0.020802377414561663,0.07483374897777015,49,49,187,1,1.2968906660098583,1.2939572079922073,0.0029334580176509917,58,92,5,10,0.5,5,-1.371648745519713,-0.09131243989939261,5,10,ok,
LRC→ORC combo,louvain,0,0.6576294751935482,0.7677448074852757,147,147,556,1,0.8721396669861861,0.8641402499633841,0.007999417022801936,116,0,10,0,0.5,5,-1.1903386372909015,,10,0,ok,
LRC→ORC combo,louvain,1,0.6576294751935482,0.7677448074852761,147,147,556,1,0.8711530409636907,0.8641402499633841,0.007012791000306606,116,0,10,0,0.5,5,-1.1903386372909015,,10,0,ok,
LRC→ORC combo,louvain,2,0.6576294751935482,0.767744807485276,147,147,556,1,0.870838833914604,0.8641402499633841,0.006698583951219916,116,0,10,0,0.5,5,-1.1903386372909015,,10,0,ok,
LRC→ORC combo,louvain,3,0.6576294751935482,0.767744807485276,147,147,556,1,0.8736402499489486,0.8641402499633841,0.0094999999855645,116,0,10,0,0.5,5,-1.1903386372909015,,10,0,ok,
LRC→ORC combo,louvain,4,0.6306346215723754,0.744268474333588,147,147,556,1,0.871199749992229,0.8641402499633841,0.007059500028844923,116,0,10,0,0.5,5,-1.1903386372909015,,10,0,ok,
LRC→ORC combo,louvain,42,0.6306346215723754,0.7442684743335879,147,147,556,1,0.8699039159691893,0.8641402499633841,0.005763666005805135,116,0,10,0,0.5,5,-1.1903386372909015,,10,0,ok,
LRC→ORC combo,louvain,0,0.6655239589419571,0.7695652928382554,147,147,544,1,0.8745481670484878,0.8661941669997759,0.008354000048711896,116,12,10,2,0.5,5,-1.1903386372909015,-0.15937318563506084,10,2,ok,
LRC→ORC combo,louvain,1,0.6655239589419571,0.7695652928382554,147,147,544,1,0.8724668759969063,0.8661941669997759,0.006272708997130394,116,12,10,2,0.5,5,-1.1903386372909015,-0.15937318563506084,10,2,ok,
LRC→ORC combo,louvain,2,0.6655239589419571,0.7695652928382554,147,147,544,1,0.8730988339520991,0.8661941669997759,0.0069046669523231685,116,12,10,2,0.5,5,-1.1903386372909015,-0.15937318563506084,10,2,ok,
LRC→ORC combo,louvain,3,0.6655239589419571,0.7695652928382554,147,147,544,1,0.8735320830019191,0.8661941669997759,0.007337916002143174,116,12,10,2,0.5,5,-1.1903386372909015,-0.15937318563506084,10,2,ok,
LRC→ORC combo,louvain,4,0.6384974704360269,0.7460748176316603,147,147,544,1,0.8724082089611329,0.8661941669997759,0.0062140419613569975,116,12,10,2,0.5,5,-1.1903386372909015,-0.15937318563506084,10,2,ok,
LRC→ORC combo,louvain,42,0.6384974704360269,0.7460748176316603,147,147,544,1,0.8717557080090046,0.8661941669997759,0.0055615410092286766,116,12,10,2,0.5,5,-1.1903386372909015,-0.15937318563506084,10,2,ok,
LRC→ORC combo,louvain,0,0.8127638256521693,0.7445613645746143,81,81,319,1,0.8591993329464458,0.8556068749749102,0.003592457971535623,116,28,10,5,0.5,5,-1.1903386372909015,-0.1240035848237232,10,5,ok,
LRC→ORC combo,louvain,1,0.5508464907975135,0.6489925836889359,81,81,319,1,0.8594487919472158,0.8556068749749102,0.0038419169723056257,116,28,10,5,0.5,5,-1.1903386372909015,-0.1240035848237232,10,5,ok,
LRC→ORC combo,louvain,2,0.5508464907975135,0.6489925836889361,81,81,319,1,0.8596753339515999,0.8556068749749102,0.004068458976689726,116,28,10,5,0.5,5,-1.1903386372909015,-0.1240035848237232,10,5,ok,
LRC→ORC combo,louvain,3,0.5601678747255944,0.6397890047230039,81,81,319,1,0.8593276249594055,0.8556068749749102,0.0037207499844953418,116,28,10,5,0.5,5,-1.1903386372909015,-0.1240035848237232,10,5,ok,
LRC→ORC combo,louvain,4,0.5508464907975135,0.6489925836889361,81,81,319,1,0.858927582972683,0.8556068749749102,0.0033207079977728426,116,28,10,5,0.5,5,-1.1903386372909015,-0.1240035848237232,10,5,ok,
LRC→ORC combo,louvain,42,0.5748141084292323,0.6445866745482088,81,81,319,1,0.8589679169817828,0.8556068749749102,0.0033610420068725944,116,28,10,5,0.5,5,-1.1903386372909015,-0.1240035848237232,10,5,ok,
LRC→ORC combo,louvain,0,-0.02155759921039026,0.08912248972531364,46,46,164,1,0.9047870420035906,0.9029399169958197,0.0018471250077709556,116,56,10,10,0.5,5,-1.1903386372909015,-0.06764975776034421,10,10,ok,
LRC→ORC combo,louvain,1,-0.02155759921039026,0.08912248972531364,46,46,164,1,0.904810166975949,0.9029399169958197,0.0018702499801293015,116,56,10,10,0.5,5,-1.1903386372909015,-0.06764975776034421,10,10,ok,
LRC→ORC combo,louvain,2,-0.02155759921039026,0.08912248972531364,46,46,164,1,0.9047779170214199,0.9029399169958197,0.001838000025600195,116,56,10,10,0.5,5,-1.1903386372909015,-0.06764975776034421,10,10,ok,
LRC→ORC combo,louvain,3,-0.02155759921039026,0.08912248972531364,46,46,164,1,0.9045708330231719,0.9029399169958197,0.0016309160273522139,116,56,10,10,0.5,5,-1.1903386372909015,-0.06764975776034421,10,10,ok,
LRC→ORC combo,louvain,4,-0.02155759921039026,0.08912248972531364,46,46,164,1,0.904777624993585,0.9029399169958197,0.001837707997765392,116,56,10,10,0.5,5,-1.1903386372909015,-0.06764975776034421,10,10,ok,
LRC→ORC combo,louvain,42,-0.02155759921039026,0.08912248972531364,46,46,164,1,0.9046372920274734,0.9029399169958197,0.0016973750316537917,116,56,10,10,0.5,5,-1.1903386372909015,-0.06764975776034421,10,10,ok,
LRC→ORC combo,louvain,0,0.5325441240154282,0.6437764657921894,81,81,321,1,0.6107410419499502,0.6066883329767734,0.004052708973176777,176,0,15,0,0.5,5,-1.0961538461538463,,15,0,ok,
LRC→ORC combo,louvain,1,0.5325441240154282,0.6437764657921894,81,81,321,1,0.6107753749820404,0.6066883329767734,0.004087042005266994,176,0,15,0,0.5,5,-1.0961538461538463,,15,0,ok,
LRC→ORC combo,louvain,2,0.5325441240154282,0.6437764657921894,81,81,321,1,0.6111319169867784,0.6066883329767734,0.004443584010004997,176,0,15,0,0.5,5,-1.0961538461538463,,15,0,ok,
LRC→ORC combo,louvain,3,0.5313195559656904,0.6432154477315838,81,81,321,1,0.6104393329587765,0.6066883329767734,0.0037509999820031226,176,0,15,0,0.5,5,-1.0961538461538463,,15,0,ok,
LRC→ORC combo,louvain,4,0.5325441240154282,0.6437764657921894,81,81,321,1,0.6107712909579277,0.6066883329767734,0.004082957981154323,176,0,15,0,0.5,5,-1.0961538461538463,,15,0,ok,
LRC→ORC combo,louvain,42,0.5325441240154282,0.6437764657921894,81,81,321,1,0.610394791001454,0.6066883329767734,0.0037064580246806145,176,0,15,0,0.5,5,-1.0961538461538463,,15,0,ok,
LRC→ORC combo,louvain,0,0.533097924442318,0.6548014673566834,81,81,314,1,0.6027158749639057,0.5982897499925457,0.004426124971359968,176,7,15,2,0.5,5,-1.0961538461538463,-0.16120025830213242,15,2,ok,
LRC→ORC combo,louvain,1,0.533097924442318,0.6548014673566834,81,81,314,1,0.6017435410176404,0.5982897499925457,0.003453791025094688,176,7,15,2,0.5,5,-1.0961538461538463,-0.16120025830213242,15,2,ok,
LRC→ORC combo,louvain,2,0.5325441240154282,0.6437764657921894,81,81,314,1,0.6019900839892216,0.5982897499925457,0.0037003339966759086,176,7,15,2,0.5,5,-1.0961538461538463,-0.16120025830213242,15,2,ok,
LRC→ORC combo,louvain,3,0.5010710642487882,0.6140758414557562,81,81,314,1,0.601666041999124,0.5982897499925457,0.0033762920065782964,176,7,15,2,0.5,5,-1.0961538461538463,-0.16120025830213242,15,2,ok,
LRC→ORC combo,louvain,4,0.5325441240154282,0.6437764657921894,81,81,314,1,0.6019886249559931,0.5982897499925457,0.0036988749634474516,176,7,15,2,0.5,5,-1.0961538461538463,-0.16120025830213242,15,2,ok,
LRC→ORC combo,louvain,42,0.5325441240154282,0.6437764657921894,81,81,314,1,0.6017104589845985,0.5982897499925457,0.0034207089920528233,176,7,15,2,0.5,5,-1.0961538461538463,-0.16120025830213242,15,2,ok,
LRC→ORC combo,louvain,0,0.626156300386782,0.6734667295259378,81,81,304,1,0.6044434169889428,0.6009605000144802,0.0034829169744625688,176,17,15,5,0.5,5,-1.0961538461538463,-0.11940849559755096,15,5,ok,
LRC→ORC combo,louvain,1,0.5872423357220676,0.6654803080952859,81,81,304,1,0.6042145420215093,0.6009605000144802,0.0032540420070290565,176,17,15,5,0.5,5,-1.0961538461538463,-0.11940849559755096,15,5,ok,
LRC→ORC combo,louvain,2,0.5528447792396545,0.6322047030904587,81,81,304,1,0.6042927090311423,0.6009605000144802,0.003332209016662091,176,17,15,5,0.5,5,-1.0961538461538463,-0.11940849559755096,15,5,ok,
LRC→ORC combo,louvain,3,0.5611264553131319,0.6506979325333685,81,81,304,1,0.6049085420090705,0.6009605000144802,0.003948041994590312,176,17,15,5,0.5,5,-1.0961538461538463,-0.11940849559755096,15,5,ok,
