LRC Mean,LRC Std,LRC Min,LRC Q25,LRC Median,LRC Q75,LRC Max
-0.8977874112242135,0.5830055440274379,-1.925285368384642,-1.3609022556390977,-0.9833120928915322,-0.5,1.5
