Dataset,Nodes,Edges,Labels,Conductance,Weighted Conductance,BTD,Weighted BTD,Ground-truth Modularity,Overlap Fraction,Best Method,Best ARI,Best NMI
Facebook,1771,42220,39,0.3619,0.2098,23.5245,28.9812,0.5894,0.144,Plain Louvain,0.6462,0.7717
