lrc_pct,orc_pct,ARI_mean,ARI_std,NMI_mean,NMI_std,Runtime_mean,Runtime_std,Prep_time_mean,Community_time_mean,V_mean,E_mean
0,0,0.5825484609527924,0.0021094839361799045,0.7352164225359004,0.000781929213028892,138.3469103256357,0.17419482811028458,137.69246179098263,0.6544485346530564,1771.0,42220.0
0,2,0.5660415475887258,0.026615748356255412,0.7165737640690907,0.011914131249529874,133.22164529901542,0.0730218560473138,132.85663604200818,0.365009257007235,1726.0,41224.0
0,5,0.5998051655106322,0.003816784105008083,0.7290788534816167,0.003555618792257831,94.64409293758217,0.08930702373800666,94.17690812493674,0.4671848126454279,1689.0,39815.0
0,10,0.013002059718288996,0.015775629980107612,0.05779397007246115,0.030473745168706833,79.293373368079,0.010181918318403925,79.21551699994598,0.07785636813302214,229.0,8285.0
0,20,0.02325400087971075,0.014246451942977011,0.0803975499087919,0.025475931593715712,79.07855960354209,0.007408165867646985,79.00457841600291,0.07398118753917515,227.0,8200.0
0,30,0.028285519010070256,0.010634279092660978,0.08911520293005093,0.023880062733135345,80.26590448528684,0.006008725753073936,80.1980741659645,0.06783031932233523,227.0,7836.0
2,0,0.5925865933685017,0.0031838435276240903,0.7353599053098187,0.001370185467558009,78.05428049282636,0.0869870731915923,77.63763087498955,0.41664961783681065,1755.0,41276.0
2,2,0.5830792306297774,0.0007117736438854304,0.7206855423301993,0.0005302272755973723,81.47038309052975,0.06002555355493261,81.07485650002491,0.3955265905048388,1708.0,40312.0
2,5,0.573295959077431,0.013516598148513402,0.714992238479506,0.008640518891721807,84.83982033274758,0.16622719550946916,84.37892045790795,0.4608998748396213,1622.0,38641.0
2,10,0.0072954762070172804,0.015152562538260929,0.047516172684167496,0.02366545419640279,79.06538522973035,0.026542855750947864,78.98136791703291,0.08401731269744535,226.0,8181.0
2,20,0.026832511069413378,0.0063721129306286255,0.08289019198075183,0.01571546308118424,77.0055038742333,0.00797638450776205,76.92210691608489,0.08339695814841737,226.0,8077.0
2,30,0.03244376840269701,0.004065439659631378,0.09668492702687871,0.008871201604508763,75.89035331240545,0.006100056098380379,75.8280188330682,0.06233447933724771,226.0,7590.0
5,0,0.5773768831520485,0.0020335105758838377,0.7325671377782257,0.0007545535544085591,75.04130631198252,0.05131979083769355,74.66661408299115,0.37469222899138305,1755.0,40010.0
5,2,0.5773215188727875,0.0008235186742515476,0.7334232367950858,0.001184109857245406,78.14977949966367,0.06100893122479476,77.77410041599069,0.37567908367297304,1750.0,39205.0
5,5,0.6069953567293936,0.02149855485702373,0.7336391476338777,0.005103184416860518,75.43663201424836,0.044361412702269884,75.21683691709768,0.21979509715068465,1212.0,18941.0
5,10,0.02140470521135646,0.01174822586757126,0.07314345312080495,0.027336014815323814,77.11499891011044,0.015100490932137898,77.03436691698153,0.08063199312891811,214.0,7895.0
5,20,0.007362060782782158,0.005175664162059124,0.04645978742604114,0.001004715103856095,77.67198418073046,0.009135028944306758,77.59914079192095,0.07284338880951206,212.0,7818.0
5,30,0.019126825018713472,0.019748491624061837,0.07651196300612334,0.028028842133236077,76.55110761765779,0.01768748183041732,76.48387883300893,0.06722878464885677,212.0,6966.0
10,0,0.4551639987967864,0.00868967800711882,0.6449132214467285,0.003196241376751539,31.347012535048027,0.01417699528129,31.188959500053898,0.15805303499413034,1104.0,17954.0
10,2,0.45960215924516884,0.012148851607060175,0.6391738608328179,0.00934143326223267,33.48144436889561,0.014632179895097821,33.333752584061585,0.14769178483402357,1092.0,17588.0
10,5,0.46355879668980693,0.02990064989215383,0.6033527450290338,0.0036023757051138142,31.534533680727083,0.008094841576088358,31.434091375092976,0.10044230563410868,775.0,12038.0
10,10,0.027211188289065408,0.0049454757297448726,0.07703567811162987,0.007243913882247265,30.728271313089255,0.010372803048134538,30.66355104208924,0.06472027100001772,216.0,7544.0
10,20,0.01869037097081658,0.005369479565205751,0.06581704903567345,0.013279671597099148,30.328720090173494,0.01124296253813036,30.26235249999445,0.06636759017904599,214.0,7244.0
